type,id,source,instantTicketingRequired,nonHomogeneous,oneWay,isUpsellOffer,lastTicketingDate,lastTicketingDateTime,numberOfBookableSeats,itineraries,validatingAirlineCodes,travelerPricings,airline_name,price.currency,price.total,price.base,price.fees,price.grandTotal,pricingOptions.fareType,pricingOptions.includedCheckedBagsOnly
flight-offer,1,GDS,False,False,False,False,2025-11-30,2025-11-30,9,"[{'duration': 'PT4H20M', 'segments': [{'departure': {'iataCode': 'TIJ', 'at': '2026-02-01T07:25:00'}, 'arrival': {'iataCode': 'CUN', 'terminal': '2', 'at': '2026-02-01T14:45:00'}, 'carrierCode': 'VB', 'number': '2263', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'VB'}, 'duration': 'PT4H20M', 'id': '1', 'numberOfStops': 0, 'blacklistedInEU': False}]}, {'duration': 'PT5H', 'segments': [{'departure': {'iataCode': 'CUN', 'terminal': '2', 'at': '2026-02-05T15:50:00'}, 'arrival': {'iataCode': 'TIJ', 'at': '2026-02-05T17:50:00'}, 'carrierCode': 'VB', 'number': '2264', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'VB'}, 'duration': 'PT5H', 'id': '2', 'numberOfStops': 0, 'blacklistedInEU': False}]}]",['VB'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'USD', 'total': '211.54', 'base': '134.00'}, 'fareDetailsBySegment': [{'segmentId': '1', 'cabin': 'ECONOMY', 'fareBasis': 'WZGO00N', 'brandedFare': 'ZERO', 'brandedFareLabel': 'VIVA ZERO', 'class': 'W', 'includedCheckedBags': {'quantity': 0}, 'includedCabinBags': {'quantity': 0}, 'amenities': [{'description': 'LAPTOP OR HANDBAG UP TO 85LCM', 'isChargeable': False, 'amenityType': 'BAGGAGE', 'amenityProvider': {'name': 'BrandedFare'}}, {'description': 'CARRY10KG 22LB 55L X 40W X 25H', 'isChargeable': True, 'amenityType': 'BAGGAGE', 'amenityProvider': {'name': 'BrandedFare'}}, {'description': 'UPTO55LB 25KG AND62LI 158LCM', 'isChargeable': True, 'amenityType': 'BAGGAGE', 'amenityProvider': {'name': 'BrandedFare'}}, {'description': 'BASIC SEAT', 'isChargeable': True, 'amenityType': 'BRANDED_FARES', 'amenityProvider': {'name': 'BrandedFare'}}]}, {'segmentId': '2', 'cabin': 'ECONOMY', 'fareBasis': 'WZGO00N', 'brandedFare': 'ZERO', 'brandedFareLabel': 'VIVA ZERO', 'class': 'W', 'includedCheckedBags': {'quantity': 0}, 'includedCabinBags': {'quantity': 0}, 'amenities': [{'description': 'LAPTOP OR HANDBAG UP TO 85LCM', 'isChargeable': False, 'amenityType': 'BAGGAGE', 'amenityProvider': {'name': 'BrandedFare'}}, {'description': 'CARRY10KG 22LB 55L X 40W X 25H', 'isChargeable': True, 'amenityType': 'BAGGAGE', 'amenityProvider': {'name': 'BrandedFare'}}, {'description': 'UPTO55LB 25KG AND62LI 158LCM', 'isChargeable': True, 'amenityType': 'BAGGAGE', 'amenityProvider': {'name': 'BrandedFare'}}, {'description': 'BASIC SEAT', 'isChargeable': True, 'amenityType': 'BRANDED_FARES', 'amenityProvider': {'name': 'BrandedFare'}}]}]}]",VIVA AEROBUS,USD,211.54,134.00,"[{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}]",211.54,['PUBLISHED'],False
